	0	0	0	0
	0	1	0	1
	0	4	0	3
	0	10	0	6
	0	17	0	10
	0	26	0	16
	0	37	0	23
	0	50	0	32
	0	64	0	41
	0	81	0	52
	0	99	0	64
	0	118	0	78
	0	139	0	93
	0	162	0	109
	0	186	0	126
	0	211	0	144
	0	238	0	164
	0	265	0	185
	0	294	0	207
	0	325	0	231
	0	356	0	255
	0	388	0	281
	0	422	0	308
	0	456	0	336
	0	491	0	365
	0	528	0	395
	0	565	0	427
	0	602	0	459
	0	641	0	493
	0	680	0	527
	0	720	0	563
	0	761	0	600
	0	802	0	638
	0	843	0	676
	0	886	0	716
	0	928	0	757
	0	971	0	798
	0	1015	0	841
	0	1059	0	884
	0	1103	0	928
	0	1147	0	973
	0	1192	0	1019
	0	1237	0	1066
	0	1282	0	1113
	0	1327	0	1161
	0	1373	0	1210
	0	1418	0	1260
	0	1464	0	1310
	0	1509	0	1361
	0	1555	0	1413
	0	1601	0	1465
	0	1646	0	1518
	0	1692	0	1571
	0	1737	0	1625
	0	1783	0	1679
	0	1828	0	1734
	0	1873	0	1789
	0	1918	0	1845
	0	1963	0	1901
	0	2007	0	1958
	0	2051	0	2014
	0	2095	0	2071
	0	2139	0	2129
	0	2182	0	2186
	0	2225	0	2244
	0	2268	0	2302
	0	2310	0	2360
	0	2352	0	2419
	0	2394	0	2477
	0	2435	0	2536
	0	2476	0	2594
	0	2516	0	2653
	0	2556	0	2711
	0	2595	0	2770
	0	2634	0	2828
	0	2672	0	2886
	0	2710	0	2945
	0	2748	0	3003
	0	2784	0	3060
	0	2821	0	3118
	0	2856	0	3175
	0	2891	0	3233
	0	2926	0	3289
	0	2960	0	3346
	0	2994	0	3402
	0	3026	0	3458
	0	3059	0	3513
	0	3090	0	3568
	0	3121	0	3622
	0	3152	0	3676
	0	3181	0	3729
	0	3210	0	3782
	0	3239	0	3834
	0	3267	0	3885
	0	3294	0	3936
	0	3320	0	3986
	0	3346	0	4036
	0	3372	0	4085
	0	3396	0	4133
	0	3420	0	4180
	0	3443	0	4226
	0	3466	0	4272
	0	3488	0	4316
	0	3509	0	4360
	0	3529	0	4403
	0	3549	0	4445
	0	3569	0	4486
	0	3587	0	4526
	0	3605	0	4565
	0	3622	0	4602
	0	3639	0	4639
	0	3655	0	4675
	0	3670	0	4710
	0	3685	0	4743
	0	3699	0	4776
	0	3712	0	4807
	0	3725	0	4837
	0	3737	0	4866
	0	3748	0	4893
	0	3759	0	4919
	0	3769	0	4945
	0	3778	0	4968
	0	3787	0	4991
	0	3795	0	5012
	0	3803	0	5032
	0	3810	0	5050
	0	3816	0	5067
	0	3822	0	5083
	0	3828	0	5097
	0	3832	0	5110
	0	3836	0	5121
	0	3840	0	5131
	0	3843	0	5140
	0	3845	0	5147
	0	3847	0	5152
	0	3849	0	5156
	0	3850	0	5159
	0	3850	0	5160
	0	3850	0	5160
	0	3849	0	5158
	0	3848	0	5154
	0	3846	0	5149
	0	3844	0	5142
	0	3842	0	5134
	0	3839	0	5125
	0	3835	0	5113
	0	3831	0	5101
	0	3827	0	5086
	0	3822	0	5070
	0	3817	0	5053
	0	3812	0	5034
	0	3806	0	5013
	0	3800	0	4991
	0	3793	0	4967
	0	3786	0	4942
	0	3779	0	4915
	0	3771	0	4887
	0	3763	0	4857
	0	3755	0	4826
	0	3746	0	4793
	0	3738	0	4758
	0	3728	0	4723
	0	3719	0	4685
	0	3709	0	4646
	0	3700	0	4606
	0	3689	0	4564
	0	3679	0	4521
	0	3669	0	4477
	0	3658	0	4431
	0	3647	0	4383
	0	3636	0	4335
	0	3625	0	4285
	0	3613	0	4233
	0	3602	0	4181
	0	3590	0	4127
	0	3578	0	4072
	0	3566	0	4015
	0	3554	0	3958
	0	3542	0	3899
	0	3530	0	3839
	0	3518	0	3779
	0	3505	0	3717
	0	3493	0	3654
	0	3481	0	3590
	0	3468	0	3525
	0	3456	0	3459
	0	3444	0	3392
	0	3431	0	3324
	0	3419	0	3256
	0	3407	0	3187
	0	3394	0	3117
	0	3382	0	3046
	0	3370	0	2975
	0	3358	0	2903
	0	3346	0	2831
	0	3334	0	2758
	0	3322	0	2684
	0	3310	0	2611
	0	3299	0	2537
	0	3287	0	2462
	0	3276	0	2388
	0	3264	0	2313
	0	3253	0	2238
	0	3242	0	2163
	0	3232	0	2088
	0	3221	0	2014
	0	3211	0	1939
	0	3201	0	1865
	0	3191	0	1790
	0	3181	0	1717
	0	3171	0	1643
	0	3162	0	1570
	0	3153	0	1498
	0	3144	0	1426
	0	3135	0	1355
	0	3126	0	1285
	0	3118	0	1216
	0	3110	0	1147
	0	3103	0	1080
	0	3095	0	1013
	0	3088	0	948
	0	3081	0	885
	0	3074	0	822
	0	3068	0	761
	0	3062	0	702
	0	3056	0	644
	0	3051	0	588
	0	3045	0	534
	0	3040	0	482
	0	3036	0	432
	0	3031	0	384
	0	3027	0	339
	0	3023	0	295
	0	3020	0	255
	0	3017	0	216
	0	3014	0	181
	0	3011	0	148
	0	3009	0	118
	0	3007	0	92
	0	3005	0	68
	0	3003	0	48
	0	3002	0	31
	0	3001	0	18
	0	3001	0	8
	0	3000	0	2
	0	3000	0	0
	0	3000	0	0
	0	3000	0	0
	0	3000	0	0
	0	3000	0	0
	1	2999	2	0
	4	2994	10	0
	10	2987	23	0
	18	2977	38	0
	27	2965	60	0
	39	2949	85	0
	53	2932	114	0
	69	2912	148	0
	86	2889	185	0
	106	2865	224	0
	127	2838	268	0
	150	2809	314	0
	175	2778	364	0
	201	2745	416	0
	230	2710	472	0
	259	2673	528	0
	291	2635	588	0
	323	2594	650	0
	357	2553	714	0
	393	2509	780	0
	430	2465	848	0
	468	2419	918	0
	508	2371	989	0
	549	2323	1061	0
	591	2273	1135	0
	634	2222	1210	0
	678	2170	1286	0
	724	2118	1363	0
	770	2064	1441	0
	817	2010	1519	0
	865	1955	1598	0
	915	1900	1679	0
	964	1843	1759	0
	1015	1787	1840	0
	1067	1730	1920	0
	1119	1673	2002	0
	1171	1615	2082	0
	1225	1558	2164	0
	1279	1500	2244	0
	1333	1442	2326	0
	1388	1385	2406	0
	1444	1327	2486	0
	1499	1270	2566	0
	1555	1213	2645	0
	1612	1157	2724	0
	1668	1100	2803	0
	1725	1045	2880	0
	1782	990	2958	0
	1839	936	3034	0
	1896	882	3109	0
	1954	830	3184	0
	2011	778	3258	0
	2068	727	3330	0
	2125	677	3402	0
	2182	629	3473	0
	2238	581	3542	0
	2295	535	3611	0
	2351	491	3678	0
	2406	447	3744	0
	2462	406	3809	0
	2517	365	3872	0
	2571	327	3934	0
	2625	290	3995	0
	2679	255	4055	0
	2731	222	4112	0
	2783	191	4169	0
	2835	162	4224	0
	2886	135	4278	0
	2935	111	4330	0
	2985	88	4380	0
	3033	68	4429	0
	3080	51	4477	0
	3126	35	4523	0
	3172	23	4567	0
	3216	13	4610	0
	3259	6	4651	0
	3301	1	4692	0
	3342	0	4729	0
	3382	0	4766	0
	3420	0	4801	0
	3457	0	4834	0
	3493	0	4866	0
	3527	0	4896	0
	3559	0	4924	0
	3591	0	4950	0
	3620	0	4975	0
	3649	0	4999	0
	3675	0	5021	0
	3700	0	5041	0
	3723	0	5059	0
	3744	0	5076	0
	3764	0	5092	0
	3781	0	5106	0
	3797	0	5118	0
	3811	0	5129	0
	3823	0	5137	0
	3832	0	5144	0
	3840	0	5150	0
	3846	0	5155	0
	3849	0	5159	0
	3850	0	5160	0
	3850	0	5160	0
	3849	0	5157	0
	3848	0	5147	0
	3845	0	5132	0
	3842	0	5110	0
	3837	0	5083	0
	3832	0	5050	0
	3826	0	5011	0
	3818	0	4968	0
	3810	0	4920	0
	3802	0	4866	0
	3792	0	4808	0
	3782	0	4746	0
	3771	0	4680	0
	3759	0	4609	0
	3747	0	4534	0
	3734	0	4456	0
	3721	0	4375	0
	3707	0	4290	0
	3692	0	4202	0
	3677	0	4111	0
	3662	0	4017	0
	3646	0	3921	0
	3630	0	3822	0
	3613	0	3721	0
	3596	0	3619	0
	3579	0	3514	0
	3561	0	3408	0
	3544	0	3301	0
	3526	0	3192	0
	3508	0	3082	0
	3489	0	2971	0
	3471	0	2860	0
	3453	0	2748	0
	3434	0	2636	0
	3416	0	2524	0
	3397	0	2412	0
	3379	0	2300	0
	3361	0	2189	0
	3342	0	2078	0
	3324	0	1968	0
	3306	0	1859	0
	3289	0	1752	0
	3271	0	1646	0
	3254	0	1541	0
	3237	0	1439	0
	3220	0	1338	0
	3204	0	1239	0
	3188	0	1143	0
	3173	0	1049	0
	3158	0	958	0
	3143	0	870	0
	3129	0	785	0
	3116	0	704	0
	3103	0	626	0
	3091	0	551	0
	3079	0	480	0
	3068	0	414	0
	3058	0	352	0
	3048	0	294	0
	3040	0	240	0
	3032	0	192	0
	3024	0	149	0
	3018	0	110	0
	3013	0	77	0
	3008	0	50	0
	3005	0	28	0
	3002	0	13	0
	3001	0	3	0
	3000	0	0	0
	3000	0	0	0
	3000	0	0	0
	3000	0	0	0
	3000	0	0	0
	2999	1	0	2
	2994	4	0	10
	2987	10	0	23
	2977	18	0	38
	2965	27	0	60
	2949	39	0	85
	2932	53	0	114
	2912	69	0	148
	2889	86	0	185
	2865	106	0	224
	2838	127	0	268
	2809	150	0	314
	2778	175	0	364
	2745	201	0	416
	2710	230	0	472
	2673	259	0	528
	2635	291	0	588
	2594	323	0	650
	2553	357	0	714
	2509	393	0	780
	2465	430	0	848
	2419	468	0	918
	2371	508	0	989
	2323	549	0	1061
	2273	591	0	1135
	2222	634	0	1210
	2170	678	0	1286
	2118	724	0	1363
	2064	770	0	1441
	2010	817	0	1519
	1955	865	0	1598
	1900	915	0	1679
	1843	964	0	1759
	1787	1015	0	1840
	1730	1067	0	1920
	1673	1119	0	2002
	1615	1171	0	2082
	1558	1225	0	2164
	1500	1279	0	2244
	1442	1333	0	2326
	1385	1388	0	2406
	1327	1444	0	2486
	1270	1499	0	2566
	1213	1555	0	2645
	1157	1612	0	2724
	1100	1668	0	2803
	1045	1725	0	2880
	990	1782	0	2958
	936	1839	0	3034
	882	1896	0	3109
	830	1954	0	3184
	778	2011	0	3258
	727	2068	0	3330
	677	2125	0	3402
	629	2182	0	3473
	581	2238	0	3542
	535	2295	0	3611
	491	2351	0	3678
	447	2406	0	3744
	406	2462	0	3809
	365	2517	0	3872
	327	2571	0	3934
	290	2625	0	3995
	255	2679	0	4055
	222	2731	0	4112
	191	2783	0	4169
	162	2835	0	4224
	135	2886	0	4278
	111	2935	0	4330
	88	2985	0	4380
	68	3033	0	4429
	51	3080	0	4477
	35	3126	0	4523
	23	3172	0	4567
	13	3216	0	4610
	6	3259	0	4651
	1	3301	0	4692
	0	3342	0	4729
	0	3382	0	4766
	0	3420	0	4801
	0	3457	0	4834
	0	3493	0	4866
	0	3527	0	4896
	0	3559	0	4924
	0	3591	0	4950
	0	3620	0	4975
	0	3649	0	4999
	0	3675	0	5021
	0	3700	0	5041
	0	3723	0	5059
	0	3744	0	5076
	0	3764	0	5092
	0	3781	0	5106
	0	3797	0	5118
	0	3811	0	5129
	0	3823	0	5137
	0	3832	0	5144
	0	3840	0	5150
	0	3846	0	5155
	0	3849	0	5159
	0	3850	0	5160
	0	3850	0	5160
	0	3849	0	5157
	0	3848	0	5147
	0	3845	0	5132
	0	3842	0	5110
	0	3837	0	5083
	0	3832	0	5050
	0	3826	0	5011
	0	3818	0	4968
	0	3810	0	4920
	0	3802	0	4866
	0	3792	0	4808
	0	3782	0	4746
	0	3771	0	4680
	0	3759	0	4609
	0	3747	0	4534
	0	3734	0	4456
	0	3721	0	4375
	0	3707	0	4290
	0	3692	0	4202
	0	3677	0	4111
	0	3662	0	4017
	0	3646	0	3921
	0	3630	0	3822
	0	3613	0	3721
	0	3596	0	3619
	0	3579	0	3514
	0	3561	0	3408
	0	3544	0	3301
	0	3526	0	3192
	0	3508	0	3082
	0	3489	0	2971
	0	3471	0	2860
	0	3453	0	2748
	0	3434	0	2636
	0	3416	0	2524
	0	3397	0	2412
	0	3379	0	2300
	0	3361	0	2189
	0	3342	0	2078
	0	3324	0	1968
	0	3306	0	1859
	0	3289	0	1752
	0	3271	0	1646
	0	3254	0	1541
	0	3237	0	1439
	0	3220	0	1338
	0	3204	0	1239
	0	3188	0	1143
	0	3173	0	1049
	0	3158	0	958
	0	3143	0	870
	0	3129	0	785
	0	3116	0	704
	0	3103	0	626
	0	3091	0	551
	0	3079	0	480
	0	3068	0	414
	0	3058	0	352
	0	3048	0	294
	0	3040	0	240
	0	3032	0	192
	0	3024	0	149
	0	3018	0	110
	0	3013	0	77
	0	3008	0	50
	0	3005	0	28
	0	3002	0	13
	0	3001	0	3
	0	3000	0	0
	0	3000	0	0
	0	3000	0	0
	0	3000	0	0
	0	3000	0	0
	1	2999	2	0
	4	2994	10	0
	10	2987	23	0
	18	2977	38	0
	27	2965	60	0
	39	2949	85	0
	53	2932	114	0
	69	2912	148	0
	86	2889	185	0
	106	2865	224	0
	127	2838	268	0
	150	2809	314	0
	175	2778	364	0
	201	2745	416	0
	230	2710	472	0
	259	2673	528	0
	291	2635	588	0
	323	2594	650	0
	357	2553	714	0
	393	2509	780	0
	430	2465	848	0
	468	2419	918	0
	508	2371	989	0
	549	2323	1061	0
	591	2273	1135	0
	634	2222	1210	0
	678	2170	1286	0
	724	2118	1363	0
	770	2064	1441	0
	817	2010	1519	0
	865	1955	1598	0
	915	1900	1679	0
	964	1843	1759	0
	1015	1787	1840	0
	1067	1730	1920	0
	1119	1673	2002	0
	1171	1615	2082	0
	1225	1558	2164	0
	1279	1500	2244	0
	1333	1442	2326	0
	1388	1385	2406	0
	1444	1327	2486	0
	1499	1270	2566	0
	1555	1213	2645	0
	1612	1157	2724	0
	1668	1100	2803	0
	1725	1045	2880	0
	1782	990	2958	0
	1839	936	3034	0
	1896	882	3109	0
	1954	830	3184	0
